anio,mes,entidad,concesion,siglas,peaje,clase,TIPO_TARIFA,tipo_vehiculo,TIPO_EJE_VEH,NRO_EJES,CANTIDAD VEHICULOS,cant_vehiculos
2021,2,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,Macusani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,230,230
2021,2,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,Macusani,PAGANTES,Tarifa No Efectivo Vales Prepago u Otros,PESADO,EJE VEHICULO,2 ejes,84,84
2021,2,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,Macusani,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,10506,10506
2021,2,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,Macusani,PAGANTES,Tarifa No Efectivo Vales Prepago u Otros,PESADO,EJE VEHICULO,3 ejes,2,2
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,44771,44771
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,4475,4475
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,1698,1698
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,282,282
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,19241,19241
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,EVADIDOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,165,165
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,11418,11418
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,10501,10501
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,137,137
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,31068,31068
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,24425,24425
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,446,446
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,839,839
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,21213,21213
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,121799,121799
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,1274,1274
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,EVADIDOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,33,33
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,7071,7071
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,806,806
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,6299,6299
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,PESADO,EJE VEHICULO DIFERENCIADO,2 ejes Dif. 1,2309,2309
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,EVADIDOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,1,1
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,3373,3373
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,10284,10284
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,20,20
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,1584,1584
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,166,166
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,404,404
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,3022,3022
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,3075,3075
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,93,93
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,95132,95132
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,2054,2054
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,3803,3803
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,47180,47180
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,271,271
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,EVADIDOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,3,3
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,LIGERO,EJE VEHICULO DIFERENCIADO,Ligeros Dif 1,104,104
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,29984,29984
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,2,2
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,17,17
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,86,86
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,17194,17194
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,211,211
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,1131,1131
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,3023,3023
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,2720,2720
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,254,254
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,12134,12134
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,96,96
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,51,51
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,5011,5011
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,3412,3412
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,LIGERO,EJE VEHICULO DIFERENCIADO,Ligeros Dif 1,32392,32392
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,611,611
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,5721,5721
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,1292,1292
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,EVADIDOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,8,8
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,8,8
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Santa Lucía,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,13,13
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,42,42
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Caracoto - Illpa,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,2361,2361
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,2933,2933
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,1453,1453
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,EVADIDOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,6,6
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,35022,35022
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Ilo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,139,139
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,1352,1352
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Patahuasi,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,24,24
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Matarani,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,340,340
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Uchumayo,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,72,72
2021,2,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,Pampa Cuellar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,1919,1919
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,2,2
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,32473,32473
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pongo,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,22872,22872
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Paita,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,1615,1615
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Olmos,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,28,28
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Aguas Claras,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,2 ejes,9,9
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Moyobamba,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,7 ejes,8,8
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pedro Ruiz,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,6 ejes,1,1
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Moyobamba,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,2 ejes,201,201
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pongo,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,3 ejes,16,16
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Paita,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,118517,118517
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pedro Ruiz,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,2 ejes,44,44
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Paita,PAGANTES,Tarifa No Efectivo,LIGERO,EJE VEHICULO,Ligeros,118,118
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pongo,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,2 ejes,128,128
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Aguas Claras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,2530,2530
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,21,21
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,6 ejes,1,1
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pomahuaca,PAGANTES,Tarifa No Efectivo,PESADO,EJE VEHICULO,3 ejes,555,555
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Olmos,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,2426,2426
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Chulucanas,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,48245,48245
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,EXONERADOS,Exonerados por eventos extraordinarios,PESADO,EJE VEHICULO,7 ejes,14,14
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Olmos,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,5789,5789
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,EXONERADOS,Exonerados por eventos extraordinarios,PESADO,EJE VEHICULO,2 ejes,2849,2849
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Pedro Ruiz,EXONERADOS,Exonerados por eventos extraordinarios,PESADO,EJE VEHICULO,2 ejes,1718,1718
2021,2,CONCESIONARIA IIRSA NORTE S.A.,Eje Multimodal del Amazonas Norte: Tramo Yurimaguas - Tarapoto - Rioja - Corral Quemado - Olmos - Piura - Paita,INO,Utcubamba,EXONERADOS,Exonerados por eventos extraordinarios,PESADO,EJE VEHICULO,3 ejes,2381,2381
