id_tramo,lon_mid,lat_mid,dist_ingemmet_km,ingemmet_c5km,dist_peajes_km,dist_cinemometros_km,cinemometros_c2km,cinemometros_c10km
45,-78.85082169999993,-6.25470960049995,0.2844229792094336,11.0,57.29117476411875,118.44234618662368,0.0,0.0
46,-78.85093866749995,-6.423756622499923,4.853183317910648,3.0,70.34778258917923,106.06639713073135,0.0,0.0
47,-78.89851526549992,-6.061905698499942,2.19215254615391,21.0,42.33105851268319,131.13156215313478,0.0,0.0
48,-78.87100412949991,-6.18121452449995,1.1239074298529919,9.0,50.794462893488564,122.81983971156069,0.0,0.0
49,-78.8307886094999,-6.31489143649992,1.6218823805240445,10.0,63.25242515027465,115.48665257235272,0.0,0.0
50,-72.37735076949991,-13.091161451999909,1.3938334845655,6.0,116.11226270825466,344.5029452435513,0.0,0.0
51,-71.14752237449994,-15.178408614999938,1.6157461123025416,3.0,69.27307605489048,98.83787071540164,0.0,0.0
52,-71.15013860049993,-15.216344493499946,0.9062909588075279,3.0,71.36289999431371,96.8646943077528,0.0,0.0
53,-77.70708688149992,-7.466801321499929,15.857696852059933,0.0,139.330920104285,157.20841058146345,0.0,0.0
54,-77.72357179699992,-7.50670269099993,13.332603448391785,0.0,135.75824618655028,152.79519414949075,0.0,0.0
55,-78.01013778949994,-8.15998864349993,1.611942896129279,6.0,92.45918237286367,84.81558404252551,0.0,0.0
56,-79.4023738514999,-7.30117922249994,2.5227904588138497,9.0,6.302369705367005,40.58229705583622,0.0,0.0
57,-71.79309377949991,-13.48540176949993,1.1634508992689274,5.0,111.25736468979738,285.74686998861625,0.0,0.0
58,-72.31818398849992,-13.129717641999918,1.2475844901867335,4.0,117.01396588197912,353.9956988771365,0.0,0.0
59,-72.29733848899991,-13.191545506999915,0.6576662914319598,7.0,113.630776555114,346.8160943444209,0.0,0.0
60,-71.97289947599992,-13.32430850749995,1.9908821141473239,5.0,128.54052036070576,311.39178806629604,0.0,0.0
61,-71.86239825999994,-13.420701994499922,0.5267243473787423,31.0,117.4754942650485,295.8574567920182,0.0,0.0
62,-74.99262359049993,-11.663309159499931,3.0613830829532396,12.0,60.96648019539336,46.61043952757518,0.0,0.0
63,-71.94077951999992,-13.487706953999918,0.26412274847868733,71.0,126.99025770996832,294.45563902352757,0.0,0.0
64,-77.16910594049992,-9.341445663999934,0.8355562310259657,15.0,64.91651836935604,122.87363470918199,0.0,0.0
65,-78.65318460249992,-8.751911867499928,8.048179134860654,0.0,36.31377479632694,2.1202832322527834,0.0,8133.0
66,-72.20351447299993,-16.39200251649993,4.062355624373101,8.0,43.874421307922994,30.699586638101856,0.0,0.0
67,-72.4225440399999,-16.50496748699993,3.548908006523239,1.0,26.877563585235865,23.0954159429346,0.0,0.0
68,-71.90787746049992,-16.475042047499926,0.7452688719575111,14.0,25.618775739516554,1.575678832548607,491.0,6715.0
69,-72.16357976499992,-16.367732624999945,1.0330299712405038,12.0,48.26833630736267,27.615008577310544,0.0,0.0
70,-72.22898129749993,-16.40747379599992,6.168442807215397,0.0,41.15061917091968,32.91964184598959,0.0,0.0
